Neurog3>0_raw,Neurog3>0_scaled,cell,cell_ontology_class,cell_ontology_id,cluster.ids,free_annotation,mouse.id,mouse.sex,plate.barcode,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids,subtissue,tissue,tissue_tSNE_1,tissue_tSNE_2
,,P1.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.715933605862745,23.28898366782104
,,P10.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,12.345977473867883,4.875470642379666
,,P10.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,6.865869879417849,8.225407250561426
,,P10.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,7.858493312423098,-8.469136653271066
,,P10.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,22.54470887674077,21.082371722752946
,,P10.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,25.117783051183533,9.520135790850905
,,P10.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,2.382399279904749,12.805987625623091
,,P11.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,18.900475544327517,4.8257060088000285
,,P11.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,21.62074147211771,17.111809141919974
,,P11.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,0.7170788470091085,21.207875137998972
,,P11.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,4.633829497204542,20.8748867033413
,,P11.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-8.262837674853316,16.530570464471662
,,P12.B001750.3_38_F.1.1,B cell,CL:0000236,4,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-6.67215018497967,-5.3353886296944815
,,P12.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-39.807365310231205,6.255340582476991
,,P12.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,19.695091865132145,-17.179097787101938
,,P12.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.0961922914088,22.54906724497997
,,P13.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,19.04215292665912,-9.356508896620744
,,P13.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,6.279963880575143,-26.919256231218252
,,P13.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,0.4930137788145843,9.929827442762605
,,P13.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,21.6411684781892,-17.933019788014647
,,P13.MAA000779.3_11_M.1.1,B cell,CL:0000236,4,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-5.600836053105316,-5.723771070249037
,,P14.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,4.840693712972956,6.505384795017092
,,P14.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-26.152784851568512,-2.7592764200595052
,,P14.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,17.88404115631695,-13.295057881041677
,,P14.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,7.708144495753157,-27.74065630274601
,,P14.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-7.208307019369452,21.000973351103564
,,P15.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,15.751839516030357,-12.696219941355672
,,P15.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,16.08890492029623,4.792318674347023
,,P15.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-16.25767026597298,-1.158630949240513
,,P15.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-30.76331388649802,-11.932828734434382
,,P15.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-6.008960241041156,28.20445400260852
,,P16.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-38.207776802914935,1.5223678470200126
,,P16.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-38.028859347716754,-2.895901919579963
,,P16.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-23.493565437720235,-3.651271178755795
,,P16.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,3.8614463989436967,23.937171127902037
,,P16.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,25.59052895498835,19.09606243068899
,,P16.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-7.169534302455323,20.113555893013345
,,P17.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,22.120314716450828,-19.24447451562999
,,P17.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-26.62188893135519,-3.235964574078507
,,P17.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-25.79267452839927,-7.217198589301237
,,P17.MAA000776.3_10_M.1.1,B cell,CL:0000236,4,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-14.722936887593129,-1.345138097981358
,,P17.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-10.329714886775896,23.39267662347932
,,P18.B000971.3_39_F.1.1,B cell,CL:0000236,3,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-15.592810802171073,12.722218051224706
,,P18.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,5.553610192547722,-7.000576024510952
,,P18.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-23.238938697903908,-3.904985851081237
,,P18.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,6.964017007035379,-19.27090370152132
,,P18.MAA000776.3_10_M.1.1,macrophage,CL:0000235,5,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-16.630232063215296,-39.56011107564439
,,P18.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-2.9452349273536087,18.294235203719033
,,P19.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,4.470235820255424,11.34280524159145
,,P19.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-13.16559137921358,-21.80050838390183
,,P19.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-26.87392137380857,-1.7742390244990622
,,P19.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,18.3339562189094,13.70069750100284
,,P19.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-39.56390852549325,6.143761152530952
,,P2.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,4.750779215113541,6.455360824694687
,,P2.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,13.903626635238956,-1.9363606381339953
,,P2.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-0.5822693146587169,14.063809981789348
,,P2.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,11.234321066706393,-24.877704701357217
,,P2.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-36.6381053755462,-6.970099473504809
,,P2.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-41.35268229041061,4.515610109481768
,,P20.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-22.154903613227788,-10.549281953353123
,,P20.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-33.19051050475262,-11.899273405823688
,,P20.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-22.62805426492713,-10.161942817382052
